N,P,K,ph,temperature,humidity,rainfall
97.0,29.0,27.0,7.2050786,27.74577,54.369762,139.86194
85.0,35.0,32.0,6.854011,26.249283,54.28618,133.11203
82.0,29.0,35.0,6.2468724,26.67377,52.242264,156.15439
103.0,33.0,25.0,6.911066,27.102104,55.749733,139.50131
112.0,17.0,28.0,6.777418,27.629755,61.260025,196.64926
99.0,19.0,33.0,6.273742,27.536455,55.51673,130.63771
120.0,20.0,34.0,6.9061246,23.569605,50.563396,130.37971
114.0,27.0,28.0,7.162802,24.994518,57.932503,192.87369
100.0,40.0,35.0,6.955787,27.564419,54.410942,177.81609
108.0,35.0,25.0,6.9719634,23.981434,61.109352,161.52791
115.0,31.0,30.0,6.840928,24.229847,67.377686,122.40734
87.0,28.0,30.0,6.536677,25.60154,68.66258,168.83836
82.0,24.0,26.0,6.0894437,24.312744,53.572857,184.4104
94.0,26.0,27.0,7.4564605,26.366299,52.257385,177.31761
87.0,28.0,35.0,6.759212,26.560278,57.16218,152.06163
118.0,40.0,35.0,7.460175,26.350342,58.506504,121.55863
87.0,38.0,29.0,6.6526427,25.204067,57.883705,156.14572
92.0,40.0,30.0,6.0262876,23.357231,55.187923,171.6977
97.0,22.0,26.0,6.07419,23.605675,59.68849,185.1568
99.0,40.0,32.0,7.045543,24.184711,69.948074,163.27087
89.0,28.0,33.0,6.993236,26.444141,53.83876,175.37233
112.0,39.0,29.0,6.726529,26.124922,63.374794,147.80353
111.0,28.0,26.0,6.9373527,27.773634,64.478584,192.71213
114.0,20.0,26.0,7.279057,25.556566,62.67088,193.58662
117.0,26.0,30.0,7.079851,27.923744,67.96911,115.23255
111.0,29.0,31.0,6.1362867,26.059685,52.310986,161.34325
119.0,30.0,28.0,6.5052037,26.35771,64.57578,163.62695
116.0,40.0,33.0,7.0420895,24.913704,54.15319,129.54811
95.0,37.0,35.0,6.3483377,27.313171,68.42334,192.42882
86.0,40.0,33.0,7.432322,26.138786,52.26312,136.30278
117.0,37.0,32.0,6.7876587,23.10694,67.0623,162.57697
105.0,18.0,35.0,6.7434173,23.526482,68.44031,171.88399
109.0,23.0,25.0,7.007332,25.117111,68.4803,194.87735
80.0,18.0,31.0,7.3030334,24.029526,58.848804,134.68039
101.0,31.0,26.0,6.861235,26.708975,69.71184,158.86089
103.0,33.0,33.0,7.131436,26.717175,50.501484,126.807396
93.0,26.0,27.0,7.288212,24.592457,56.468296,137.7044
104.0,35.0,28.0,6.983732,27.510061,50.666874,143.99556
116.0,36.0,25.0,6.17209,27.578476,58.52534,156.68103
107.0,38.0,29.0,6.351182,26.650694,57.566956,145.10507
101.0,33.0,33.0,6.9086714,26.972515,62.018364,142.86108
107.0,31.0,31.0,6.7661843,23.171246,52.978413,153.12016
99.0,16.0,30.0,6.3927917,23.526522,65.44341,186.17282
103.0,40.0,30.0,6.348316,27.30902,55.196224,141.48317
118.0,31.0,34.0,6.123796,27.548231,62.88179,181.41708
106.0,21.0,35.0,7.4285235,25.627356,57.04151,188.55066
116.0,38.0,34.0,6.020947,23.292503,50.04557,183.46858
97.0,35.0,26.0,6.3346105,24.91461,53.741447,166.25493
107.0,34.0,32.0,6.7800636,26.774637,66.41327,177.7745
99.0,15.0,27.0,6.086922,27.417112,56.636364,127.92461
118.0,33.0,30.0,6.362608,24.131798,67.22512,173.32285
117.0,32.0,34.0,6.7587924,26.272419,52.127396,127.17529
104.0,18.0,30.0,6.779833,23.603016,60.396473,140.93704
